ROW NUMBER=20000 (cgs units)
Nr=100
Nz=200
r[cm],z/r,z[cm],n_H[cm**-3],Tgas[K],tauv_star,tauv_zup,tauv_zdn,dtauv_z,Tdust[K]
 2.343E+14, 7.440E-01, 1.743E+14, 1.608E-07, 1.418E+02, 1.020E-16, 4.923E-18, 1.072E+02, 3.303E-18, 6.828E+01
 2.343E+14, 7.499E-01, 1.757E+14, 3.603E-08, 1.416E+02, 2.241E-17, 1.619E-18, 1.072E+02, 7.404E-19, 6.819E+01
 2.343E+14, 7.557E-01, 1.771E+14, 3.603E-08, 1.416E+02, 2.241E-17, 8.789E-19, 1.072E+02, 7.404E-19, 6.819E+01
 2.343E+14, 7.616E-01, 1.785E+14, 5.594E-09, 1.403E+02, 3.492E-18, 1.386E-19, 1.072E+02, 1.149E-19, 6.748E+01
 2.343E+14, 7.675E-01, 1.798E+14, 5.258E-10, 1.402E+02, 3.199E-19, 2.361E-20, 1.072E+02, 1.080E-20, 6.743E+01
 2.343E+14, 7.734E-01, 1.812E+14, 5.258E-10, 1.402E+02, 3.199E-19, 1.281E-20, 1.072E+02, 1.080E-20, 6.743E+01
 2.343E+14, 7.793E-01, 1.826E+14, 7.495E-11, 1.400E+02, 4.486E-20, 2.004E-21, 1.072E+02, 1.540E-21, 6.733E+01
 2.343E+14, 7.852E-01, 1.840E+14, 1.071E-11, 1.398E+02, 6.304E-21, 4.642E-22, 1.072E+02, 2.200E-22, 6.723E+01
 2.343E+14, 7.911E-01, 1.854E+14, 1.071E-11, 1.398E+02, 6.304E-21, 2.442E-22, 1.072E+02, 2.200E-22, 6.723E+01
 2.343E+14, 7.970E-01, 1.867E+14, 8.878E-13, 1.398E+02, 5.079E-22, 2.414E-23, 1.072E+02, 1.824E-23, 6.715E+01
 2.343E+14, 8.029E-01, 1.881E+14, 1.412E-13, 1.386E+02, 8.122E-23, 5.897E-24, 1.072E+02, 2.901E-24, 6.643E+01
 2.343E+14, 8.088E-01, 1.895E+14, 1.412E-13, 1.386E+02, 8.122E-23, 2.996E-24, 1.072E+02, 2.901E-24, 6.643E+01
 2.343E+14, 8.147E-01, 1.909E+14, 4.350E-15, 1.386E+02, 2.458E-24, 9.457E-26, 1.072E+02, 8.938E-26, 6.635E+01
 2.343E+14, 8.206E-01, 1.923E+14, 1.222E-16, 1.386E+02, 6.838E-26, 5.192E-27, 1.072E+02, 2.511E-27, 6.626E+01
 2.343E+14, 8.264E-01, 1.936E+14, 1.222E-16, 1.386E+02, 6.838E-26, 2.681E-27, 1.072E+02, 2.511E-27, 6.626E+01
 2.343E+14, 8.323E-01, 1.950E+14, 4.059E-18, 1.383E+02, 2.248E-27, 1.694E-28, 1.072E+02, 8.340E-29, 6.620E+01
 2.343E+14, 8.382E-01, 1.964E+14, 4.059E-18, 1.383E+02, 2.248E-27, 8.600E-29, 1.072E+02, 8.340E-29, 6.620E+01
 2.343E+14, 8.441E-01, 1.978E+14, 1.236E-19, 1.380E+02, 6.848E-29, 2.597E-30, 1.072E+02, 2.539E-30, 6.613E+01
 2.343E+14, 8.500E-01, 1.992E+14, 1.402E-21, 1.368E+02, 7.948E-31, 5.772E-32, 1.072E+02, 2.880E-32, 6.541E+01
 2.343E+14, 8.559E-01, 2.006E+14, 1.402E-21, 1.368E+02, 7.948E-31, 2.892E-32, 1.072E+02, 2.880E-32, 6.541E+01
 2.343E+14, 8.618E-01, 2.019E+14, 5.789E-24, 1.366E+02, 3.434E-33, 1.214E-34, 1.072E+02, 1.190E-34, 6.530E+01
 2.343E+14, 8.677E-01, 2.033E+14, 5.827E-26, 1.365E+02, 3.206E-35, 2.412E-36, 1.072E+02, 1.197E-36, 6.518E+01
 2.343E+14, 8.736E-01, 2.047E+14, 5.827E-26, 1.365E+02, 3.206E-35, 1.215E-36, 1.072E+02, 1.197E-36, 6.518E+01
 2.343E+14, 8.795E-01, 2.061E+14, 4.162E-28, 1.363E+02, 2.192E-37, 1.711E-38, 1.072E+02, 8.552E-39, 6.507E+01
 2.343E+14, 8.854E-01, 2.075E+14, 4.162E-28, 1.363E+02, 2.192E-37, 8.556E-39, 1.072E+02, 8.552E-39, 6.507E+01
 2.343E+14, 8.913E-01, 2.088E+14, 1.810E-31, 1.352E+02, 9.797E-41, 3.721E-42, 1.072E+02, 3.720E-42, 6.440E+01
 2.343E+14, 8.971E-01, 2.102E+14, 3.012E-35, 1.351E+02, 1.610E-44, 1.238E-45, 1.072E+02, 6.190E-46, 6.435E+01
 2.343E+14, 9.030E-01, 2.116E+14, 3.012E-35, 1.351E+02, 1.610E-44, 6.191E-46, 1.072E+02, 6.190E-46, 6.435E+01
 2.343E+14, 9.089E-01, 2.130E+14, 3.395E-39, 1.348E+02, 1.802E-48, 1.395E-49, 1.072E+02, 6.975E-50, 6.418E+01
 2.343E+14, 9.148E-01, 2.144E+14, 3.395E-39, 1.348E+02, 1.802E-48, 6.977E-50, 1.072E+02, 6.975E-50, 6.418E+01
 2.343E+14, 9.207E-01, 2.157E+14, 5.274E-43, 1.346E+02, 2.735E-52, 1.084E-53, 1.072E+02, 1.084E-53, 6.401E+01
 2.343E+14, 9.266E-01, 2.171E+14, 2.894E-51, 1.342E+02, 1.493E-60, 1.189E-61, 1.072E+02, 5.947E-62, 6.390E+01
 2.343E+14, 9.325E-01, 2.185E+14, 2.894E-51, 1.342E+02, 1.493E-60, 5.947E-62, 1.072E+02, 5.947E-62, 6.390E+01
 2.343E+14, 9.384E-01, 2.199E+14, 1.109E-58, 1.328E+02, 5.812E-68, 4.558E-69, 1.072E+02, 2.279E-69, 6.320E+01
 2.343E+14, 9.443E-01, 2.213E+14, 1.109E-58, 1.328E+02, 5.812E-68, 2.279E-69, 1.072E+02, 2.279E-69, 6.320E+01
 2.343E+14, 9.502E-01, 2.226E+14, 1.520E-74, 1.328E+02, 7.951E-84, 6.248E-85, 1.072E+02, 3.124E-85, 6.314E+01
 2.343E+14, 9.561E-01, 2.240E+14, 1.520E-74, 1.328E+02, 7.951E-84, 3.124E-85, 1.072E+02, 3.124E-85, 6.314E+01
 2.343E+14, 9.620E-01, 2.254E+14, 7.176E-90, 1.328E+02, 3.746E-99, 2.949E-100, 1.072E+02, 1.474E-100, 6.308E+01
 2.343E+14, 9.678E-01, 2.268E+14, 7.176E-90, 1.328E+02, 3.746E-99, 1.474E-100, 1.072E+02, 1.474E-100, 6.308E+01
 2.343E+14, 9.737E-01, 2.282E+14, 1.626E-117, 1.326E+02, 8.490E-127, 3.342E-128, 1.072E+02, 3.342E-128, 6.293E+01
 2.343E+14, 9.796E-01, 2.295E+14, 5.224E-144, 1.314E+02, 2.786E-153, 2.147E-154, 1.072E+02, 1.073E-154, 6.221E+01
 2.343E+14, 9.855E-01, 2.309E+14, 5.224E-144, 1.314E+02, 2.786E-153, 1.073E-154, 1.072E+02, 1.073E-154, 6.221E+01
 2.343E+14, 9.914E-01, 2.323E+14, 3.074E-210, 1.313E+02, 9.872E-227, 1.263E-220, 1.072E+02, 6.316E-221, 6.215E+01
 2.343E+14, 9.973E-01, 2.337E+14, 3.074E-210, 1.313E+02, 9.872E-227, 6.316E-221, 1.072E+02, 6.316E-221, 6.215E+01
 2.343E+14, 1.003E+00, 2.351E+14, 5.199E-277, 1.312E+02, 1.000E-300, 3.205E-286, 1.072E+02, 1.068E-287, 6.210E+01
 2.343E+14, 1.009E+00, 2.364E+14, 5.199E-277, 1.312E+02, 1.000E-300, 3.098E-286, 1.072E+02, 1.068E-287, 6.210E+01
 2.343E+14, 1.015E+00, 2.378E+14, 5.199E-277, 1.308E+02, 1.000E-300, 2.991E-286, 1.072E+02, 1.068E-287, 6.196E+01
 2.343E+14, 1.021E+00, 2.392E+14, 5.199E-277, 1.308E+02, 1.000E-300, 2.884E-286, 1.072E+02, 1.068E-287, 6.196E+01
 2.343E+14, 1.027E+00, 2.406E+14, 5.199E-277, 1.296E+02, 1.000E-300, 2.777E-286, 1.072E+02, 1.068E-287, 6.124E+01
 2.343E+14, 1.033E+00, 2.420E+14, 5.199E-277, 1.296E+02, 1.000E-300, 2.671E-286, 1.072E+02, 1.068E-287, 6.124E+01
 2.343E+14, 1.039E+00, 2.433E+14, 5.199E-277, 1.294E+02, 1.000E-300, 2.564E-286, 1.072E+02, 1.068E-287, 6.110E+01
 2.343E+14, 1.044E+00, 2.447E+14, 5.199E-277, 1.294E+02, 1.000E-300, 2.457E-286, 1.072E+02, 1.068E-287, 6.110E+01
 2.343E+14, 1.050E+00, 2.461E+14, 5.199E-277, 1.293E+02, 1.000E-300, 2.350E-286, 1.072E+02, 1.068E-287, 6.095E+01
 2.343E+14, 1.056E+00, 2.475E+14, 5.199E-277, 1.293E+02, 1.000E-300, 2.243E-286, 1.072E+02, 1.068E-287, 6.095E+01
 2.343E+14, 1.062E+00, 2.489E+14, 5.199E-277, 1.280E+02, 1.000E-300, 2.137E-286, 1.072E+02, 1.068E-287, 6.024E+01
 2.343E+14, 1.068E+00, 2.503E+14, 5.199E-277, 1.278E+02, 1.000E-300, 2.030E-286, 1.072E+02, 1.068E-287, 6.009E+01
 2.343E+14, 1.074E+00, 2.516E+14, 5.199E-277, 1.278E+02, 1.000E-300, 1.923E-286, 1.072E+02, 1.068E-287, 6.009E+01
 2.343E+14, 1.080E+00, 2.530E+14, 5.199E-277, 1.278E+02, 1.000E-300, 1.816E-286, 1.072E+02, 1.068E-287, 6.009E+01
 2.343E+14, 1.086E+00, 2.544E+14, 5.199E-277, 1.276E+02, 1.000E-300, 1.709E-286, 1.072E+02, 1.068E-287, 6.000E+01
 2.343E+14, 1.092E+00, 2.558E+14, 5.199E-277, 1.276E+02, 1.000E-300, 1.602E-286, 1.072E+02, 1.068E-287, 6.000E+01
 2.343E+14, 1.097E+00, 2.572E+14, 5.199E-277, 1.274E+02, 1.000E-300, 1.496E-286, 1.072E+02, 1.068E-287, 5.989E+01
 2.343E+14, 1.103E+00, 2.585E+14, 5.199E-277, 1.274E+02, 1.000E-300, 1.389E-286, 1.072E+02, 1.068E-287, 5.989E+01
 2.343E+14, 1.109E+00, 2.599E+14, 5.199E-277, 1.261E+02, 1.000E-300, 1.282E-286, 1.072E+02, 1.068E-287, 5.914E+01
 2.343E+14, 1.115E+00, 2.613E+14, 5.199E-277, 1.261E+02, 1.000E-300, 1.175E-286, 1.072E+02, 1.068E-287, 5.914E+01
 2.343E+14, 1.121E+00, 2.627E+14, 5.199E-277, 1.256E+02, 1.000E-300, 1.068E-286, 1.072E+02, 1.068E-287, 5.897E+01
 2.343E+14, 1.127E+00, 2.641E+14, 5.199E-277, 1.256E+02, 1.000E-300, 9.614E-287, 1.072E+02, 1.068E-287, 5.897E+01
 2.343E+14, 1.133E+00, 2.654E+14, 5.199E-277, 1.255E+02, 1.000E-300, 8.546E-287, 1.072E+02, 1.068E-287, 5.883E+01
 2.343E+14, 1.139E+00, 2.668E+14, 5.199E-277, 1.255E+02, 1.000E-300, 7.478E-287, 1.072E+02, 1.068E-287, 5.883E+01
 2.343E+14, 1.145E+00, 2.682E+14, 5.199E-277, 1.244E+02, 1.000E-300, 6.410E-287, 1.072E+02, 1.068E-287, 5.814E+01
 2.343E+14, 1.150E+00, 2.696E+14, 5.199E-277, 1.244E+02, 1.000E-300, 5.341E-287, 1.072E+02, 1.068E-287, 5.814E+01
 2.343E+14, 1.156E+00, 2.710E+14, 5.199E-277, 1.240E+02, 1.000E-300, 4.273E-287, 1.072E+02, 1.068E-287, 5.788E+01
 2.343E+14, 1.162E+00, 2.723E+14, 5.199E-277, 1.240E+02, 1.000E-300, 3.205E-287, 1.072E+02, 1.068E-287, 5.788E+01
 2.343E+14, 1.168E+00, 2.737E+14, 5.199E-277, 1.237E+02, 1.000E-300, 2.137E-287, 1.072E+02, 1.068E-287, 5.764E+01
 2.343E+14, 1.174E+00, 2.751E+14, 5.199E-277, 1.237E+02, 1.000E-300, 1.068E-287, 1.072E+02, 1.068E-287, 5.764E+01
 2.581E+14, 1.600E-03, 4.130E+11, 1.602E+11, 3.471E+01, 2.250E+06, 4.622E+01, 4.985E+01, 3.626E+00, 3.471E+01
 2.581E+14, 7.492E-03, 1.934E+12, 1.592E+11, 3.481E+01, 2.111E+06, 4.259E+01, 5.345E+01, 3.603E+00, 3.480E+01
 2.581E+14, 1.338E-02, 3.455E+12, 1.558E+11, 3.481E+01, 1.813E+06, 3.899E+01, 5.698E+01, 3.527E+00, 3.487E+01
 2.581E+14, 1.928E-02, 4.975E+12, 1.516E+11, 3.488E+01, 1.446E+06, 3.546E+01, 6.041E+01, 3.431E+00, 3.494E+01
 2.581E+14, 2.517E-02, 6.496E+12, 1.457E+11, 3.491E+01, 1.062E+06, 3.203E+01, 6.370E+01, 3.297E+00, 3.493E+01
 2.581E+14, 3.106E-02, 8.017E+12, 1.384E+11, 3.501E+01, 7.298E+05, 2.874E+01, 6.684E+01, 3.133E+00, 3.506E+01
 2.581E+14, 3.695E-02, 9.538E+12, 1.305E+11, 3.525E+01, 4.621E+05, 2.560E+01, 6.979E+01, 2.953E+00, 3.520E+01
 2.581E+14, 4.284E-02, 1.106E+13, 1.213E+11, 3.557E+01, 2.752E+05, 2.265E+01, 7.254E+01, 2.746E+00, 3.545E+01
 2.581E+14, 4.873E-02, 1.258E+13, 1.120E+11, 3.591E+01, 1.545E+05, 1.991E+01, 7.507E+01, 2.535E+00, 3.570E+01
 2.581E+14, 5.463E-02, 1.410E+13, 1.021E+11, 3.638E+01, 8.350E+04, 1.737E+01, 7.738E+01, 2.311E+00, 3.601E+01
 2.581E+14, 6.052E-02, 1.562E+13, 9.390E+10, 3.704E+01, 4.830E+04, 1.506E+01, 7.951E+01, 2.126E+00, 3.629E+01
 2.581E+14, 6.641E-02, 1.714E+13, 8.239E+10, 3.765E+01, 2.344E+04, 1.293E+01, 8.137E+01, 1.865E+00, 3.660E+01
 2.581E+14, 7.230E-02, 1.866E+13, 7.254E+10, 3.860E+01, 1.264E+04, 1.107E+01, 8.301E+01, 1.642E+00, 3.716E+01
 2.581E+14, 7.819E-02, 2.018E+13, 6.200E+10, 3.964E+01, 6.473E+03, 9.427E+00, 8.442E+01, 1.403E+00, 3.760E+01
 2.581E+14, 8.408E-02, 2.170E+13, 5.499E+10, 4.060E+01, 4.068E+03, 8.024E+00, 8.566E+01, 1.245E+00, 3.802E+01
 2.581E+14, 8.998E-02, 2.323E+13, 4.728E+10, 4.173E+01, 2.464E+03, 6.779E+00, 8.673E+01, 1.070E+00, 3.839E+01
 2.581E+14, 9.587E-02, 2.475E+13, 4.019E+10, 4.291E+01, 1.497E+03, 5.709E+00, 8.764E+01, 9.098E-01, 3.886E+01
 2.581E+14, 1.018E-01, 2.627E+13, 3.495E+10, 4.414E+01, 1.019E+03, 4.799E+00, 8.843E+01, 7.910E-01, 3.936E+01
 2.581E+14, 1.077E-01, 2.779E+13, 3.014E+10, 4.558E+01, 6.915E+02, 4.008E+00, 8.912E+01, 6.822E-01, 3.994E+01
 2.581E+14, 1.135E-01, 2.931E+13, 2.462E+10, 4.688E+01, 4.675E+02, 3.326E+00, 8.967E+01, 5.572E-01, 4.054E+01
 2.581E+14, 1.194E-01, 3.083E+13, 2.071E+10, 4.840E+01, 3.224E+02, 2.769E+00, 9.014E+01, 4.687E-01, 4.097E+01
 2.581E+14, 1.253E-01, 3.235E+13, 1.788E+10, 4.952E+01, 2.465E+02, 2.300E+00, 9.055E+01, 4.048E-01, 4.155E+01
 2.581E+14, 1.312E-01, 3.387E+13, 1.451E+10, 5.079E+01, 1.761E+02, 1.895E+00, 9.087E+01, 3.284E-01, 4.208E+01
 2.581E+14, 1.371E-01, 3.539E+13, 1.247E+10, 5.186E+01, 1.336E+02, 1.567E+00, 9.116E+01, 2.822E-01, 4.246E+01
 2.581E+14, 1.430E-01, 3.691E+13, 1.039E+10, 5.321E+01, 9.976E+01, 1.284E+00, 9.139E+01, 2.352E-01, 4.303E+01
 2.581E+14, 1.489E-01, 3.843E+13, 8.376E+09, 5.464E+01, 7.249E+01, 1.049E+00, 9.158E+01, 1.896E-01, 4.370E+01
 2.581E+14, 1.548E-01, 3.995E+13, 7.148E+09, 5.586E+01, 5.619E+01, 8.597E-01, 9.174E+01, 1.618E-01, 4.423E+01
 2.581E+14, 1.607E-01, 4.148E+13, 5.887E+09, 5.706E+01, 4.200E+01, 6.979E-01, 9.188E+01, 1.333E-01, 4.484E+01
 2.581E+14, 1.666E-01, 4.300E+13, 4.666E+09, 5.853E+01, 3.031E+01, 5.647E-01, 9.198E+01, 1.056E-01, 4.555E+01
 2.581E+14, 1.725E-01, 4.452E+13, 3.900E+09, 6.122E+01, 2.393E+01, 4.590E-01, 9.207E+01, 8.828E-02, 4.637E+01
 2.581E+14, 1.784E-01, 4.604E+13, 2.980E+09, 6.440E+01, 1.781E+01, 3.708E-01, 9.214E+01, 6.746E-02, 4.722E+01
 2.581E+14, 1.842E-01, 4.756E+13, 2.413E+09, 7.069E+01, 1.387E+01, 3.033E-01, 9.219E+01, 5.463E-02, 4.856E+01
 2.581E+14, 1.901E-01, 4.908E+13, 1.858E+09, 7.780E+01, 1.063E+01, 2.487E-01, 9.223E+01, 4.207E-02, 4.992E+01
 2.581E+14, 1.960E-01, 5.060E+13, 1.479E+09, 8.521E+01, 8.512E+00, 2.066E-01, 9.227E+01, 3.348E-02, 5.162E+01
 2.581E+14, 2.019E-01, 5.212E+13, 1.186E+09, 9.200E+01, 6.752E+00, 1.731E-01, 9.229E+01, 2.685E-02, 5.348E+01
 2.581E+14, 2.078E-01, 5.364E+13, 9.789E+08, 9.764E+01, 5.543E+00, 1.463E-01, 9.232E+01, 2.216E-02, 5.508E+01
 2.581E+14, 2.137E-01, 5.516E+13, 7.822E+08, 1.040E+02, 4.467E+00, 1.241E-01, 9.233E+01, 1.771E-02, 5.667E+01
 2.581E+14, 2.196E-01, 5.668E+13, 6.844E+08, 1.089E+02, 3.603E+00, 1.064E-01, 9.235E+01, 1.549E-02, 5.844E+01
 2.581E+14, 2.255E-01, 5.820E+13, 5.539E+08, 1.136E+02, 3.053E+00, 9.092E-02, 9.236E+01, 1.254E-02, 5.984E+01
 2.581E+14, 2.314E-01, 5.972E+13, 4.746E+08, 1.170E+02, 2.523E+00, 7.838E-02, 9.237E+01, 1.074E-02, 6.116E+01
 2.581E+14, 2.373E-01, 6.125E+13, 4.215E+08, 1.196E+02, 2.193E+00, 6.764E-02, 9.238E+01, 9.540E-03, 6.207E+01
 2.581E+14, 2.432E-01, 6.277E+13, 3.616E+08, 1.230E+02, 1.830E+00, 5.810E-02, 9.239E+01, 8.185E-03, 6.327E+01
 2.581E+14, 2.491E-01, 6.429E+13, 3.119E+08, 1.256E+02, 1.529E+00, 4.991E-02, 9.240E+01, 7.059E-03, 6.417E+01
 2.581E+14, 2.549E-01, 6.581E+13, 2.692E+08, 1.282E+02, 1.278E+00, 4.285E-02, 9.240E+01, 6.094E-03, 6.508E+01
 2.581E+14, 2.608E-01, 6.733E+13, 2.328E+08, 1.303E+02, 1.070E+00, 3.676E-02, 9.241E+01, 5.269E-03, 6.587E+01
 2.581E+14, 2.667E-01, 6.885E+13, 2.012E+08, 1.324E+02, 8.944E-01, 3.149E-02, 9.241E+01, 4.555E-03, 6.665E+01
 2.581E+14, 2.726E-01, 7.037E+13, 1.741E+08, 1.340E+02, 7.457E-01, 2.694E-02, 9.242E+01, 3.940E-03, 6.729E+01
 2.581E+14, 2.785E-01, 7.189E+13, 1.505E+08, 1.356E+02, 6.214E-01, 2.300E-02, 9.242E+01, 3.407E-03, 6.792E+01
 2.581E+14, 2.844E-01, 7.341E+13, 1.299E+08, 1.369E+02, 5.158E-01, 1.959E-02, 9.242E+01, 2.940E-03, 6.841E+01
 2.581E+14, 2.903E-01, 7.493E+13, 1.121E+08, 1.383E+02, 4.284E-01, 1.665E-02, 9.243E+01, 2.537E-03, 6.891E+01
 2.581E+14, 2.962E-01, 7.645E+13, 9.594E+07, 1.393E+02, 3.550E-01, 1.411E-02, 9.243E+01, 2.172E-03, 6.931E+01
 2.581E+14, 3.021E-01, 7.797E+13, 8.357E+07, 1.390E+02, 3.085E-01, 1.194E-02, 9.243E+01, 1.892E-03, 6.900E+01
 2.581E+14, 3.080E-01, 7.950E+13, 7.148E+07, 1.397E+02, 2.550E-01, 1.005E-02, 9.243E+01, 1.618E-03, 6.926E+01
 2.581E+14, 3.139E-01, 8.102E+13, 6.150E+07, 1.405E+02, 2.118E-01, 8.431E-03, 9.243E+01, 1.392E-03, 6.954E+01
 2.581E+14, 3.198E-01, 8.254E+13, 5.271E+07, 1.411E+02, 1.749E-01, 7.039E-03, 9.244E+01, 1.193E-03, 6.978E+01
 2.581E+14, 3.256E-01, 8.406E+13, 4.484E+07, 1.418E+02, 1.437E-01, 5.846E-03, 9.244E+01, 1.015E-03, 7.002E+01
 2.581E+14, 3.315E-01, 8.558E+13, 3.685E+07, 1.424E+02, 1.162E-01, 4.831E-03, 9.244E+01, 8.341E-04, 7.025E+01
 2.581E+14, 3.374E-01, 8.710E+13, 3.044E+07, 1.430E+02, 9.428E-02, 3.997E-03, 9.244E+01, 6.889E-04, 7.050E+01
 2.581E+14, 3.433E-01, 8.862E+13, 2.567E+07, 1.434E+02, 7.518E-02, 3.308E-03, 9.244E+01, 5.811E-04, 7.065E+01
 2.581E+14, 3.492E-01, 9.014E+13, 2.156E+07, 1.437E+02, 5.943E-02, 2.727E-03, 9.244E+01, 4.879E-04, 7.080E+01
 2.581E+14, 3.551E-01, 9.166E+13, 1.778E+07, 1.441E+02, 4.649E-02, 2.239E-03, 9.244E+01, 4.025E-04, 7.095E+01
 2.581E+14, 3.610E-01, 9.318E+13, 1.487E+07, 1.446E+02, 3.674E-02, 1.837E-03, 9.244E+01, 3.365E-04, 7.110E+01
 2.581E+14, 3.669E-01, 9.470E+13, 1.178E+07, 1.449E+02, 2.880E-02, 1.500E-03, 9.244E+01, 2.666E-04, 7.124E+01
 2.581E+14, 3.728E-01, 9.622E+13, 9.810E+06, 1.441E+02, 2.432E-02, 1.233E-03, 9.244E+01, 2.221E-04, 7.070E+01
 2.581E+14, 3.787E-01, 9.775E+13, 8.086E+06, 1.446E+02, 1.938E-02, 1.011E-03, 9.244E+01, 1.830E-04, 7.086E+01
 2.581E+14, 3.846E-01, 9.927E+13, 6.643E+06, 1.450E+02, 1.541E-02, 8.282E-04, 9.244E+01, 1.504E-04, 7.102E+01
 2.581E+14, 3.905E-01, 1.008E+14, 5.404E+06, 1.452E+02, 1.215E-02, 6.779E-04, 9.244E+01, 1.223E-04, 7.111E+01
 2.581E+14, 3.963E-01, 1.023E+14, 5.404E+06, 1.452E+02, 1.215E-02, 5.555E-04, 9.244E+01, 1.223E-04, 7.111E+01
 2.581E+14, 4.022E-01, 1.038E+14, 4.406E+06, 1.454E+02, 9.612E-03, 4.332E-04, 9.244E+01, 9.974E-05, 7.121E+01
 2.581E+14, 4.081E-01, 1.053E+14, 3.434E+06, 1.456E+02, 7.152E-03, 3.335E-04, 9.244E+01, 7.773E-05, 7.131E+01
 2.581E+14, 4.140E-01, 1.069E+14, 2.669E+06, 1.458E+02, 5.299E-03, 2.557E-04, 9.244E+01, 6.041E-05, 7.141E+01
 2.581E+14, 4.199E-01, 1.084E+14, 1.984E+06, 1.462E+02, 3.868E-03, 1.953E-04, 9.244E+01, 4.492E-05, 7.153E+01
 2.581E+14, 4.258E-01, 1.099E+14, 1.473E+06, 1.467E+02, 2.818E-03, 1.504E-04, 9.244E+01, 3.334E-05, 7.167E+01
 2.581E+14, 4.317E-01, 1.114E+14, 1.117E+06, 1.468E+02, 2.129E-03, 1.171E-04, 9.244E+01, 2.529E-05, 7.176E+01
 2.581E+14, 4.376E-01, 1.130E+14, 9.122E+05, 1.459E+02, 1.782E-03, 9.178E-05, 9.244E+01, 2.065E-05, 7.116E+01
 2.581E+14, 4.435E-01, 1.145E+14, 7.100E+05, 1.458E+02, 1.313E-03, 7.113E-05, 9.244E+01, 1.607E-05, 7.109E+01
 2.581E+14, 4.494E-01, 1.160E+14, 5.552E+05, 1.457E+02, 9.740E-04, 5.506E-05, 9.244E+01, 1.257E-05, 7.103E+01
 2.581E+14, 4.553E-01, 1.175E+14, 4.081E+05, 1.457E+02, 6.907E-04, 4.249E-05, 9.244E+01, 9.237E-06, 7.103E+01
 2.581E+14, 4.612E-01, 1.190E+14, 3.952E+05, 1.457E+02, 6.665E-04, 3.326E-05, 9.244E+01, 8.947E-06, 7.103E+01
 2.581E+14, 4.670E-01, 1.206E+14, 3.016E+05, 1.457E+02, 4.925E-04, 2.431E-05, 9.244E+01, 6.826E-06, 7.102E+01
 2.581E+14, 4.729E-01, 1.221E+14, 2.097E+05, 1.458E+02, 3.331E-04, 1.748E-05, 9.244E+01, 4.746E-06, 7.100E+01
 2.581E+14, 4.788E-01, 1.236E+14, 1.448E+05, 1.459E+02, 2.242E-04, 1.274E-05, 9.244E+01, 3.277E-06, 7.099E+01
 2.581E+14, 4.847E-01, 1.251E+14, 1.025E+05, 1.458E+02, 1.541E-04, 9.461E-06, 9.244E+01, 2.320E-06, 7.089E+01
 2.581E+14, 4.906E-01, 1.266E+14, 8.123E+04, 1.445E+02, 1.226E-04, 7.142E-06, 9.244E+01, 1.839E-06, 7.012E+01
 2.581E+14, 4.965E-01, 1.282E+14, 5.636E+04, 1.444E+02, 8.412E-05, 5.303E-06, 9.244E+01, 1.276E-06, 7.006E+01
 2.581E+14, 5.024E-01, 1.297E+14, 5.636E+04, 1.444E+02, 8.412E-05, 4.027E-06, 9.244E+01, 1.276E-06, 7.006E+01
 2.581E+14, 5.083E-01, 1.312E+14, 3.964E+04, 1.443E+02, 5.811E-05, 2.752E-06, 9.244E+01, 8.973E-07, 7.000E+01
 2.581E+14, 5.142E-01, 1.327E+14, 2.568E+04, 1.443E+02, 3.606E-05, 1.854E-06, 9.244E+01, 5.813E-07, 6.995E+01
 2.581E+14, 5.201E-01, 1.342E+14, 1.645E+04, 1.442E+02, 2.200E-05, 1.273E-06, 9.244E+01, 3.724E-07, 6.991E+01
 2.581E+14, 5.260E-01, 1.358E+14, 1.097E+04, 1.441E+02, 1.431E-05, 9.006E-07, 9.244E+01, 2.484E-07, 6.984E+01
 2.581E+14, 5.319E-01, 1.373E+14, 7.259E+03, 1.441E+02, 9.201E-06, 6.522E-07, 9.244E+01, 1.643E-07, 6.977E+01
 2.581E+14, 5.377E-01, 1.388E+14, 7.259E+03, 1.441E+02, 9.201E-06, 4.879E-07, 9.244E+01, 1.643E-07, 6.977E+01
 2.581E+14, 5.436E-01, 1.403E+14, 4.732E+03, 1.440E+02, 5.839E-06, 3.236E-07, 9.244E+01, 1.071E-07, 6.972E+01
 2.581E+14, 5.495E-01, 1.418E+14, 3.546E+03, 1.428E+02, 4.410E-06, 2.164E-07, 9.244E+01, 8.028E-08, 6.901E+01
 2.581E+14, 5.554E-01, 1.434E+14, 2.238E+03, 1.429E+02, 2.496E-06, 1.362E-07, 9.244E+01, 5.066E-08, 6.897E+01
 2.581E+14, 5.613E-01, 1.449E+14, 1.420E+03, 1.429E+02, 1.417E-06, 8.550E-08, 9.244E+01, 3.214E-08, 6.894E+01
 2.581E+14, 5.672E-01, 1.464E+14, 7.134E+02, 1.428E+02, 7.755E-07, 5.337E-08, 9.244E+01, 1.615E-08, 6.888E+01
 2.581E+14, 5.731E-01, 1.479E+14, 7.134E+02, 1.428E+02, 7.755E-07, 3.722E-08, 9.244E+01, 1.615E-08, 6.888E+01
 2.581E+14, 5.790E-01, 1.495E+14, 3.605E+02, 1.426E+02, 4.254E-07, 2.107E-08, 9.244E+01, 8.160E-09, 6.882E+01
